song_id,title,duration,year,artist_id
SOMNGEM12AB017AA7F,Homeward Bound,155.27138,2009,AROZ9WA1187B995DF9
SOGMZPR12AB018D33C,Tip,218.64444,1997,AR6BNBY1187B998232
SOWFQJT12AB0180C58,Aint Gonna Come Till Im Ready,305.31872999999996,1990,AR26N5C1187FB52DDB
SOVIDFP12A6D4F776B,Hidden Track Outro to They Dont Know,33.64526,1997,ARPCNNQ1187B9992CF
SOYRLZA12AB018A009,Wonder of Life,212.1922,2003,ARXSXI11187B990FC1
SOPVAOQ12A8C132F94,Konevitsa,475.95057,2007,ARR1L1G1187FB3B9D0
SOEFJMR12AB0184932,Thatll Be Christmas,193.35791,2009,ARLKF6O1187FB3659C
SONMOUV12A8C139CF0,Bang On,123.11465,2008,AR62BB21187B9AC83D
SOIMSIZ12A58A7BA35,Pom Pom,159.63383000000002,2007,ARIY5OL1187B99A66F
SOVHLXQ12AB0183EE6,Murheellisten laulujen maa,208.84853,2006,ARRD4CD1187B9891FB
SORZBCP12A6D4FC924,Wie tief,261.40689,2006,ARQ6F0E1187FB45427
SOCPVUT12A81357309,CD LP Version,187.0624,1989,AR65I1B1187FB4664E
SOCUGSF12A8C13B6C0,Hallucinations,201.63873,0,ARSXFQQ11F50C4E4E2
SOZKFHV12A6D4F996F,Im Not Moving,154.93178999999998,1981,AR9W3X91187FB3994C
SOYMRBS12A8C1316FC,Intro,113.3971,1997,ARTOG9T1187B99074E
SOOOZCE12AB017FAEC,Oceanna baby dolphin,206.54975,1998,ARL1ZND1187B9AE2D4
SOOQCOC12A8C132A5A,Heavy On My Mind Album Version,319.84281,2007,AR531IG1187FB59B35
SOIAILI12AB0183807,Dale gas,199.83628000000002,2005,AR38AUN1187FB3CDE0
SOKHQVN12AB0180281,My Radio AM Mix,261.90322000000003,2001,ARK885Q1187FB5398E
SOMJZOZ12AF72A228D,Loretta Lee Jones,142.62812,2005,ARPKQCH1187FB517D8
SOQNRHE12A8AE4849A,Fascinating Rhythm Instrumental 2007 Digital Remaster,312.92036,0,AR7SVRP1187FB55875
SOEGIBX12A8AE48C53,Bruised Album Version,242.75546,2005,ARQSM561187FB4A0CF
SOCBJLF12A8C13473D,Come And Stay With Me 2005 Digital Remaster,167.33995,0,AR4VT3E1187FB570BB
SOGLCAY12A58A7C8EE,Zanim Zapragniesz,230.5824,0,ARW5S821187FB3F681
SOIAZJL12A6D4F854E,Radar For Love,241.08362999999997,0,ARMI8BW1187FB57B2E
SOTKFLY12AF72A73C3,ATWA,176.19546,2001,AR9C8IE1187B9ACC99
SODKAHP12A8C13D2F7,Playdough,220.29016000000001,1995,ARBIECI11F4C845BBC
SOLBFYR12A58A754FB,Us 2006 Remastered LP Version,228.25751,0,ARJHEV01187FB3F426
SOMAFQT12A8AE47E8D,Strange Things,158.1971,2004,AR202MX1187B9B0383
SOWTHFS12A6D4F8779,Moordenaar,116.4273,2000,ARUD6KN1187B991984
SOVCYPK12A58A78DE3,Where Dem Girlz At,240.1171,0,ARHLGDG11F4C846A37
SOLAWLY12A6701C460,One More Song For You Album Version,281.23382999999995,0,ARSZVL61187FB3F4C7
SOBIZYU12A6D4F66C8,Random Acts Of Kindness,255.26812,2005,ARENMIP1187FB5638D
SODGDFV12A8C13921E,El Temor,256.54812000000004,1992,ARTFT6P1187FB4ACBE
SONYOUS12AB017CB16,Dem bobo,431.56853,2004,ARRXD651187B9A3358
SONDMJP12AB01829FF,Kadence vs. Uncle Norm,106.86648999999998,2005,ARODAJU1187FB39FE9
SOOLMAR12A58A7D7C6,Let Me Walk,164.98893,1988,ARF6GW61187B9AF41C
SOQKBJP12A67ADCE14,Irregular,270.62812,1997,ARLOIB41187FB3FF76
SONMQVR12AB018B60C,Uska,342.36036,2008,ARQQEXK1187B993A7A
SOXUPSB12A81C22EE4,Slide,275.3824,0,ARNOVEM11EBCD76E9A
SOPIKDK12A6D4FBFF4,Going Out With A Bang,235.7024,2008,ARQOG9F1187FB3C8D9
SOCDPPZ12A6D4F67BF,On The Sunny Side Of The Street Live At The Blue Note Club_ Chicago 1994 Remix,269.68771,0,ARMI36C1187B99A462
SOMMPRY12A8C131C5C,Ran Kan Kan,191.63383000000002,0,ARXJSHW1187B9A2A52
SORVREU12AB0184168,Ravens Revenge,295.07873,2008,ARFKY031187B9906DA
SOSNDGZ12AB017D82F,Screamin  Hollerin The Blues,208.84853,0,ARCLJQZ11E2835CE37
SOIHVVZ12A8C138E9D,Grow Up_ Grow Old,283.79382999999996,0,AR7OCK81187B98D1F1
SOFMPSQ12AF72A87B9,Now And Forever,355.42159,2006,ARZLJGL1187FB3767C
SOAOGGJ12AB018B69A,Sleeping Monster,250.77506,0,ARMZ9ZJ1187B990F48
SOCBGCP12A8C13BFF0,Deathgrip,154.72281,2004,ARW2FBY1187FB4D587
SOIKPOX12A58A7BA0B,A Lo Clasico,235.15382999999997,2007,ARBNXYA1187FB51C50
SOLVOGK12AB01800D2,Back In Stride Digitally Remastered 99 Feat. Frankie Beverly,423.70567,0,ARMF8CE1187B98CD05
SOXDCLR12A6D4F5049,The Seven Tounges Of God demo,343.09179,0,AR8S6R11187B9B0407
SOFVJKA12AB017EF41,Wires,148.00933999999998,2009,AR5KFE91187FB4C5D7
SOFIFXB12AB017DE00,The Boy I Left Behind,203.7024,2008,ARHW67T1187B98CCEA
SOBVIPU12A67AD92EA,The Low Sparks,262.76526,1999,ARBCZNY1187B98F867
SOLZQNU12AB01872E7,Lo Bianco Tense,56.006080000000004,0,ARMH0DR1187B992997
SOCVXHE12AB018655E,Glockenrequiem,307.80036,1998,ARPFDJ01187FB3C98B
SOWOQFL12A8AE44CB9,Ar condicionado,257.98485,2004,ARMHSPU11F50C4FDF8
SOYTUPB12AB01835D2,Surrender,191.76443999999998,1978,ARF4L041187FB4D318
SOKOZWM12A6D4F5847,ShankKaiChek Album Version,226.71627999999998,1998,ARD8L7F1187FB430B3
SOZZAPM12AB01873DA,Supermarket Song,135.88853,2007,AR8JO2B1187B98EBB6
SOBARGW12A8C13ECB3,Blissful Bloodshower,51.722,0,AR22EGJ1187B989781
SOFVWIT12A8AE46400,Rebound,219.50648999999999,2007,ARI0W8Y1187B9A8BE9
SOQFJBQ12AB0184E76,Smelly Ol Dog Blues LP Version,477.23057,1994,ARQ55A41187B9A271A
SOORGAU12AB018D697,Do You Wanna Funk,371.27791,1990,AR79DE81187FB4FA40
SOYMQQN12A58A7D293,Radio Rape,219.01016,1978,ARHQYFB1187FB4AECF
SOLURWH12A58A7DD13,High As The Moon,205.13914,2002,ARMHMXB1187FB55E33
SOVSVWU12A6D4F9A6F,In Power We Entrust The Love Advocated,310.80444,1994,ARYSMVX1187B98CC8E
SODMFKU12AB01846F6,Faces In The Dark,225.61914,2009,ARDHGXB122BCFCD697
SOMGRKB12AF72A3FBB,Sommarvisa,149.73342,1991,ARQ45091187FB54009
SOYBJJE12A8C13CC79,No Pienses Asi,266.50077000000005,1973,ARM7UY51187B993E17
SOMZNFA12A6D4F8A2A,Cavaleiro De Aruanda,157.72689,0,ARRLCY71187B9A0FC6
SORORLM12A8C143E2F,Ride Along The Cliff,303.77751,2005,AROEQW91187FB58663
SOWSJXJ12A8C13BB96,Si Te Vas LiveVersion,286.35382999999996,0,AR2WBR31187B9AA24E
SOJHJJK12A8C14368B,come on feel the lemonheads,99.91790999999999,2009,ARERBR41187FB3A415
SOBBWOF12A8C133D51,Massug Schnell_ Majestatisch Kammermusik No 6_ Op,208.48281,0,ARP9CNW1187B9AEA4D
SOODCBM12AB0181B03,The Disguise,812.06812,2009,ARIU7E71187B9A969C
SOGNKQM12A6D4FDAA0,Weeping Willow,150.56933999999998,2003,AR6E1GC1187B9934CB
SOCCFGS12AAF3B2E63,Hola Mireia,48.43057,2009,ARBXDW41187B98B085
SOBDGPL12A6D4F85EF,Cuckoo Stereo Mix,154.33098,0,ARZGU111187B9A5E10
SORSEVK12A8C139307,Momia Twist,163.082,2005,ARJN3LP1187FB48791
SOQKFHB12AB0186B13,Cavalleria Rusticana,199.8624,2000,ARZS5VW1187FB567E8
SOQNJFC12AB018A9B3,My Head Feels Like A Frisbee,420.0224,2001,AROCD4V1187FB486D3
SOLKNNO12A8C13BD56,Distancia,213.2371,2004,ARKE6XC1187B991839
SOWDVLR12AB0183DF4,Dont Get It Twisted,463.72525999999993,0,ARB0YWU1187FB37A96
SOZFZCT12AC468C51F,State Inspector Live,248.81587000000002,0,AR1RA2I1187B9991AC
SOZSJVM12A8C13B843,Amor Prohibido,277.99465,0,ARFOZTS1241B9C81BC
SOGLXHC12A58A7C184,Czwarty,310.9873,0,ARJE0KX1187FB53E82
SOPOFZU12AC907506D,Burnt Corpse,14.445260000000001,2001,AR9VTWU1187FB571BB
SOGFGOM12AB017E1F0,Fires of the Sitra Ahra,185.15546,2009,ARR20461187B9B4E42
SOJTPOR12AB018B862,Mjölk,144.06485,0,ARDBX931187FB387EF
SOJTIZK12AB018512D,Crossing The River Styx,72.04526,0,AROXJ681187FB455CE
SOUOSCT12AB018205C,Line Crush,196.75383,1993,ARLB9PJ1187B9AC984
SOJJVJA12AF72A7A10,Hard Road,145.57995,1980,ARE3PRA1187FB39AB7
SOJVPKR12AB0184F3A,The World Is Full Of Crashing Bores,235.12771,2004,AR914BW1187FB45A1B
SORMZBW12AC4686EC0,Intuition,282.14812,0,ARZPDAD1187B98D940
SOAIJFI12AB0188387,Baby Now That I Found You,228.77995,0,ARF2SVO1187FB53E8F
SOCFWEY12AB017E62D,Destination,476.1073,2007,ARBYIUC1187FB55F76
SOQLLKX12AB0180E25,Mámorba táncba,299.33669,2007,AR4ASIL1187FB46020
SOQZHRO12A6D4F8147,V1 Skit Explicit,108.56443999999999,0,AR6PETN1187B998AA2
SOYMDKW12A6D4F76A0,Intro,80.71791,2003,ARPITD31187FB538FF
SOZHFMV12AB01815B5,Molly And Tenbrooks,146.07628,2001,ARC0T361187B9AFDBE
SORKWDV12A8C13B43B,From Afar Album Version,324.23138,1998,ARNLO5S1187B9B80CC
SOGHPNO12A582A2482,Lookin For Me Somewhere,186.20036000000002,1986,ARKL75U1187FB5B8B6
SOKJIGM12A8AE46D99,Mother,580.6754599999999,1994,AR3JQCQ1187FB38FE8
SOENZHO12AB01883A3,Last Call From London,515.29098,0,ARMCBOA1187FB5B0CD
SONMVHP12A8C136D33,Jeux Video,402.6771,0,ARDN99S1187B995D72
SOSFURN12A58A7AC5F,Cry For Love,216.81587000000002,0,ARNZPLV1187FB3DF5D
SOPGCJJ12A58A796B7,Volumatic Spacer Device,207.28118,2003,AROJAG11187B9B71A3
SORXMMR12A6D4FBCF7,Get Happy,126.53669,0,AR6QQY41187B990574
SOXARYC12A6D4FAC38,Gangsta Lovin,242.38975,0,ARRQISZ120AB960FC9
SOCDCXY12AB01843AC,One Chance,59.53261,2009,ARZQB3X1187FB47E1B
SOHBYMZ12AB01884B1,Lord Of This World,304.09098,1992,ARZZMWO1187B9AFB36
SOMEXHJ12A58A755BA,Farming Album Version,296.75057000000004,2008,AR1GNTB11C8A4225A1
SOIWJUO12A6D4F7D46,Best Of My Love,208.37832,2004,ARKA1JX1187B9ADD1E
SOSQIHH12A8C13370B,15 Step,237.21751,2007,ARH6W4X1187B99274F
SOWDGHA12AB01823CF,Chest Fever,312.52853,0,ARYS8BB1187B9920BE
SOEOTEN12AB018A53D,Starlady,312.842,0,AR3O9LP1187FB37935
SODVXIB12AF72A37F3,Settle For A Slowdown,223.24200000000002,2005,AR3FYKL1187FB44945
SORFWVJ12A8C138364,Come To This,358.97424,2007,AR8160F1187B98ED08
SOFSMIV12AB017F4B4,Cruise Dont Stop,425.16853,1995,ARUNLKP1187B9A5222
SOMMUDQ12AC468B191,The Gun and the Knife,272.74404,2010,ARNJRQ91187B9ACFDD
SOAIVWY12A6D4F6A4A,I Dont Believe In Love 2000 Digital Remaster,262.39955,2000,ARAW35N1187B994CCA
SOJFFXB12A58A78B6B,Freestyle,447.86893,1997,AR9Q3H11187FB57D9E
SOLKMNQ12A8C13A890,All In Your Head,227.63057,2008,AR6GJHK1187B994971
SOHBOTV12AB017BA60,Letters Never Sent,146.38975,1999,ARP7SXX1187B99E74E
SOSNAWZ12A6D4F74DF,Namibia,246.54322000000002,0,ARLUAK21187B9B785A
SOAZYYF12A58A783C3,Resbala Mojado,353.67138,1994,AROB9PV1187B9909D2
SOHPAVE12A8AE47190,Meet Me in the City,190.06649,1997,ARRM70G1187B9A7F64
SOVFKXD12A58A80239,Never Get Weary,256.73098,1981,ARANIJI11F4C83EFD2
SONNQFY12A8C13C226,Im Just A Sucker For A Pretty Face Soulwax Remix,90.56608,0,ARG4YMA1187B9A15AC
SOEIRNK12A58A7BE1C,Road Cases,167.00036,2001,AROMCEV1187B9B3F58
SOOTMKV12A8C13EB01,The Microwave Song,230.79137999999998,2007,ARP6FTK1187B99C59F
SOFYJDL12A58A7DD52,Vargbrodern Talar,92.76035999999999,2007,ARVJ6541187B9A4C3E
SOUDCBI12A8C13CDD3,Speak To Me In Mysteries,166.3473,2008,ARFVKN11187FB50F73
SOWDBXP12A8C134394,Leave Me Standing Alone,303.72526,2008,AREZU3J1187FB50CA0
SOSEGEL12AB0184DA5,Crisps,387.16036,1997,AR74WCA1187FB555D7
SOIUOJX12A8C130BA2,Imagination Live Version,200.61995,0,AR8IDZK1187FB363F2
SOSGXWH12AB01862A1,This Is Me,229.82485,1987,ARXFU151187FB5C016
SOOLZKK12A58A80000,Unlearn,210.1024,0,ARCLBZ01187B98D025
SOYORBF12A8C13B3B5,Furthermore,534.9873,2008,ARJFOHC1187B9B0EC1
SOGTFWI12AB0184004,Controversia,296.28036000000003,0,ARMEW4Q1187FB57238
SOPXTMR12A8C13E718,What Do You Know,245.10648999999998,2003,ARMZIKF1187FB46B0D
SOLLGNV12A6701C582,Mimosa Alternate Take 2005 Digital Remaster,606.61506,0,AR5KAA01187FB5AEB7
SOCNBUC12A81C2075A,Come Alive,122.17424,2007,AR0O3AV1187FB4D030
SOQOLYG12A8C13A4CD,Deja Vu To Juz Bylo,248.52853,0,ARPEUFV1187FB38FF2
SOJWXAK12AB018625A,Steamroller,279.30077,2009,ARQQLYQ11E2835E7E9
SOBBCFN12A8C13E4D9,Llama y Verás,209.47546,2001,ARU3YYC1187FB43FEE
SOUJGZA12AB0186FCA,Tyrone,169.16853,0,ARLQFGK1187B98DC2B
SOTISPF12AB0189080,Estrepito,190.53669,0,ARCMIEA12086C151E5
SOQXNQP12A8C134AD7,Trying To Get To Heaven,320.70485,1997,AR5FP401187FB523C9
SOFVJRV12AB018142E,The Hope That Lies In You,280.34567000000004,2009,ARGJRWL122988FD0C8
SOYECQI12A58A7ACC1,Satin Doll,249.33832,2006,ARZF5231187B9AEF2B
SOOUKWF12A8C138DB4,Behave Remix,340.74077,1996,AR00YYQ1187FB504DC
SOYEGLD12AC392A869,Burden Of Solacement,319.4771,2006,ARVBSHA1187B9B75AA
SOBJTHI12A8C133758,Concerto For Saxophone Quartet Version Movement IV,231.10485,0,ARLIIVS1187FB5583B
SOUDHAN12A8C13D86A,Step On It Album Version,246.30812000000003,2003,AR2OVFK1187FB42CA1
SOBBPKU12A8C1431A1,Y Corryn ar Pry,223.65995,0,ARHT48W1187B9ACEBA
SODOLBY12A8C142C74,Smack,492.12035999999995,2008,ARKDGZ71187FB3C455
SOTJEKQ12AB018094F,LEffet,224.60036000000002,2007,ARTVM7B1187B9A2476
SOYFYBU12A8C13D8B3,Ferngesteuert,176.06485,2006,ARRX8881187FB43919
SOJXSQA12AC3DF97D8,Living In Colour,227.83955,2010,AR9W55Y1187FB4AA37
SOQGGUN12AC4689CF7,From My Hands,241.162,2009,AR2O84Q1187FB5BF74
SOYMHOU12A8C1309A8,One Hell Of A Woman,173.7922,1974,AR0SRVL1187B98A9C3
SOHTNYE12A58A7CFD5,Poppity Pop,251.27138,0,AR9YMEH1187FB4B8E3
SOSWZOD12AC4689788,Remember,331.36281,2005,ARG9GKS1187FB4D08C
SOAHPOW12A8C142E38,Isku Pitkästä Ilosta,250.8273,2009,ARSZX2G1187B98FCCF
SOESZAS12A8C13FFC1,Jacqueline,187.68934,1982,ARWI3LF1187B98E456
SODQUCF12AB0181EC8,Solitary Thinkin,237.94893,2008,ARVJW8Q1187FB3F429
SOHKKXU12A67ADA08F,Voodoo Doll,263.05261,0,ARMRCET1187FB52049
SOWISQE12A6D4F7DBB,Same Old Thing,356.25751,1993,ARHPDQM1187FB3C318
SORZLQQ12A8C137BB6,Paradise In Your Eyes,268.61669,0,ARS1DCR1187B9A4A56
SOOAMQE12A81C209E4,Only One Cloud,229.48526,2007,AR47N9A1187B988BF4
SOTHMIZ12AB018B7BC,Decomposing Trees,246.90892999999997,0,ARFULGF1187FB5690C
SOTEVAS12A8C139841,Magic Touch,220.9171,2004,ARUOEVG1187B9A2380
SOGKXHO12A8AE47581,Spay Me,193.56689,2007,ARRTIN91187FB4BC6F
SOCKUXZ12A8C1366E4,Part iii album,268.77342000000004,2008,ARFOZ9U1187FB4F625
SONZYRS12A8C141A13,Am I That Easy To Forget,140.38159,1959,ARXSPYZ1187B98972A
SOAOETG12A8C139985,Hard White Wall,252.36853,2008,ARVM1P11187FB42C62
SOAMMUI12A8C134877,Fast Track,914.75546,0,AR7RTGF1187FB38793
SOGEVFO12AB0180AD6,Ripsaw Resentment,264.14975,2005,ARG7XSH1187FB49058
SOXDAST12A6D4FC59E,Hurt,281.3122,2003,ARB8X771187B99FF76
SOLUHOT12A58A7B91F,Dont Cry,222.17098,2008,ARUNHUJ1187FB4C13E
SOGSNMI12AB0183CF7,Florecita Rockera,177.78893,1995,ARQDJVK11F33DFFFE5
SOAAVYM12A8C13C43C,Barns On Fire,103.49669,2008,ARGUSVR1187B9AD15E
SOREJDL12A6D4F9886,Heres Looking At You,373.21098,1996,ARWTCIC11E2835CDD0
SOSFECA12A58A7ED0F,Fallen Off The Earth,202.60526000000002,2008,ARPQA4M1187B9B12F4
SOPDLYP12AB0189976,Restless,165.19791,2008,AR432KB1187FB36B81
SOWLJJU12A81C2224B,Vitamina,230.00771,1999,AROSW2I1187FB44866
SOLOAIM12A6D4FBBE5,Out Of Reach,247.90159,2003,AR3JI881187FB4BB08
SOSPWOJ12A6D4F7796,Ways Of The World,273.68444,2000,ARH8QBU1187B98ECC2
SOZGTLC12A8C144BD4,Heavy Christmas,364.5122,0,AR7JVZF1187B99AF65
SOPANSP12A8C13A5D3,To Ulver I Natten,224.86158999999998,0,AR10KWE1187FB37CA9
SOAHNZK12A6D4F79A9,Yesterdays,483.39545999999996,0,ARDE7I31187FB43352
SOSGJJA12AB01888A3,Tempa Wine feat. Machel Montano ,217.88689,0,ARWAGAB1241B9C74E9
SOPMHBX12A8AE47391,39 Swingin Utters,199.23546000000002,0,AROBOIW11F4C84748F
SOWYFAX12A6D4F7A3D,A Goodnights Sleep,264.41098,2002,ARG53231187FB3982D
SOTSQDK12AB0184D15,You wo Organ Version,231.8624,2002,ARPTKAK1187FB5308A
SOQFSTT12AC3DF6033,Didnt Have None Of These,395.36281,0,AR6TDHE1187FB4A9C7
SOWFLQL12A6D4F7F8D,Bluetonic,249.02485,1995,ARXM0T41187B9AE5C5
SORLXKO12A6D4FB965,Shadow,242.96444,1994,ARWKJGM1187FB4D6D7
SODZZDV12A6310F9AA,On The Run,138.89261000000002,2003,ARJ03DS1187FB3FA82
SOPUQXH12AC960A22C,Her Kiss,269.16526,2008,AR9EBE61187FB4BA7F
SOPQFFJ12AB0183400,Faithkeeper_ Part 1,532.27057,0,ARJ3TAF1187FB4AAB1
SOZEYFC12A58A77E0B,Children Of Love,204.77342,2003,AR3EVEE1187B9994B7
SOUHEUO12AB018756C,In Over My Heart,287.84281,1993,ARYHV5O1187FB4672A
SOPVTAT12A6D4FA787,Blue Diamonds,296.6722,2002,AR5ZESQ1187FB52D2F
SODHMAT12AC907277B,Las Horas,211.61751,0,ARSHCOU1187B990637
SOBSHQV12A8C136CDA,Day Like This,120.81586999999999,2008,ARLATCO1187B9AF692
SOVMSTD12A6D4F9840,The Haunting,85.9424,1997,ARA1UU51187FB5A70B
SOZDGSX12A8C139AA7,Tha,547.1342400000001,1992,ARYPTWE1187FB49D64
SOZSLWX12AB017D5B7,The Baby Song,174.41914,1970,ARYXNP71187FB38034
SOPXLZI12A81C2305F,HE DIDNT WANT TO GO,155.58485,0,ARHEDGH1187B9A7651
SOGKGXF12A6D4F7C52,Share Our Love,413.72688999999997,0,AR7D46F1187FB3DA84
SOFZKTQ12A8C144357,Dancin On A Saturday Night,192.78322,2000,AR1HZWM1187B9B1458
SOIEKSV12AB017AEE1,The Ghost Of Greenwich Village,154.48771000000002,2009,AR138US119B340375E
SOBQVWI12A8C13E04B,To Kill A Demon,224.80934,0,AR354L71187B9B9FBD
SOWRJBZ12AAF3B243C,Edén,230.73914,2005,ARP8ARJ1187B98B982
SORQCKH12AB017F34C,Their Throats Are Open Graves,72.51546,2008,ARDLTJ01187FB4DF57
SOLJAXN12A6D4F803B,Golden Smile,208.92689,2005,ARN1FS11187B9983D0
SOCUXOG12A6D4F9D03,Heroes And Villains 2001 Digital Remaster,218.38322000000002,2001,AR2DGPY1187FB4CECF
SOBJISI12AAA8C4AAE,Michaels Song,171.7024,2008,ARMOXAG1187FB54041
SOEIZUP12AB018A4FA,In Effect,495.12444000000005,0,ARRJ8TS1187B9B41DF
SOPAESK12A58A7BA11,Some Kind Of Zombie Criscoteque Remix,279.97995,1997,ARGEZ5E1187FB56F38
SOPFCCI12AB0183519,After The Fire Is Gone,157.43955,1989,ARVWX1G1187B992EF1
SOMOKFH12A6D4F9EE6,Roller Derby,145.55383,0,AR7TTCH1187FB3F95C
SOELVGK12A8C1337AF,Oh Scat Mix Up,78.21016,2006,AR8U8G41187B9A833B
SOZDDPQ12AF72A8BA8,Are You Ever Gonna Love Me,232.64607999999998,0,ARTZ90C1187FB55D81
SOOUYYR12A58A7B988,Hero of the Day Tripper,201.84771,2009,ARA82OQ1187B9B5AE0
SONRVNN12AAFF41433,Nagoya,169.56036,2008,ARYI5981187FB4A0CD
SOGDAVT12AB0184850,BomBomDuDao,179.22567,0,AREQ92S1187B993E03
SOCDPCZ12AC9618566,Two Hearts Are Better Than One,145.24036,0,ARCBX6B1187FB5AB20
SORTKXN12A6D4F6F59,Trombone Gulch,162.87302,1972,AREM86Q1187FB4B04D
SOQUJXT12A8C139D9A,A Made Up Sound,384.88771,1995,AR3FST51187B9B79CB
SOBXNPZ12AF7299CD5,Angel Without A Prayer,318.11872999999997,0,ARJ6OOG1187B9B8D1B
SOCHCGY12A8C13B029,Odysseus 1999 Digital Remaster,347.08853,0,ARBHPCJ1187B9B0853
SOMPJZG12A8C13D50D,Lunar Luau,190.85016000000002,0,ARXMHFW1187B99CC59
SODJLJD12AB01874C6,Ridset I Panden,255.63383,1997,AR2FUA61187B9A52E2
SOGGBMU12A8C145B5D,Collecting Dust,204.9824,2008,AR9NAVM1187FB51B69
SOZHXWW12AB018380C,Lisboa,239.15057000000002,2000,ARA0J0L1187B9A80F7
SOJVAAE12A8BED74B1,You Must Do Your Best Tonight  I RepresentAnimal Crackers,116.37506,0,ARCII0J1187FB3A1B4
SODBVIK12A8C13636D,Siempre Al Final,249.15546,2003,AR7AE0W1187B98E40E
SOBLPAU12A8C140704,Napoleon On The Bellerophon,211.33016,2007,ARQOBT71187FB4CCCA
SOYSODT12A8C13BFEC,Runaway,172.12036,0,ARYF4QJ1187FB42B55
SOABTKM12A8AE4721E,Nothings Clear Album Version,202.13506,0,ARQATWU1187B98EE26
SONIMSH12A8C13F160,Over And Over,264.38485,2006,ARZVTQO1187FB3BD2A
SONBIDP12AB01855E7,Oye,207.75138,2005,ARL8C6N1187B9925B4
SOVRSOY12A81C1F949,Femme Fatale,280.42404,0,ARY5UO61187FB5271F
SOGDGOR12A8C131E53,Is It Really Love At All,320.54812000000004,1972,ARVX1541187FB3CC59
SOULLSJ12AB017F266,Waiting,236.66893,2009,AR0OE2I1187B989368
SOBYJOR12AC4688B12,Food for the Ants,201.82159,2003,ARP4L6P1187B9971E3
