artist_id,artist_latitude,artist_location,artist_longitude,artist_name,song_id
ARRTIN91187FB4BC6F,,Los Angeles CA,,Say Anything,SOGKXHO12A8AE47581
ARFOZ9U1187FB4F625,52.94922,Nottingham England,1.14392,I Was A Cub Scout,SOCKUXZ12A8C1366E4
ARXSPYZ1187B98972A,36.2929,Salina OK,95.15261,Carl Belew,SONZYRS12A8C141A13
ARVM1P11187FB42C62,40.65507,Brooklyn NY,73.94888,Joan As Police Woman,SOAOETG12A8C139985
AR7RTGF1187FB38793,,Alton IL,,Miles Davis,SOAMMUI12A8C134877
ARG7XSH1187FB49058,,,,Blood Red Throne,SOGEVFO12AB0180AD6
ARB8X771187B99FF76,,,,SITD,SOXDAST12A6D4FC59E
ARUNHUJ1187FB4C13E,,London,,The Black Ghosts,SOLUHOT12A58A7B91F
ARQDJVK11F33DFFFE5,,,,Aterciopelados,SOGSNMI12AB0183CF7
ARGUSVR1187B9AD15E,35.785509999999995,Raleigh NC,78.64267,Whiskeytown,SOAAVYM12A8C13C43C
ARWTCIC11E2835CDD0,,,,Charlie Haden Quartet West,SOREJDL12A6D4F9886
ARPQA4M1187B9B12F4,27.94653,Tampa FL,82.45926999999999,Windsor For The Derby,SOSFECA12A58A7ED0F
AR432KB1187FB36B81,,,,Fotheringay,SOPDLYP12AB0189976
AROSW2I1187FB44866,,,,Sonora Carruseles,SOWLJJU12A81C2224B
AR3JI881187FB4BB08,,,,Circle II Circle,SOLOAIM12A6D4FBBE5
ARH8QBU1187B98ECC2,,Yonkers NY,,Lil Zane,SOSPWOJ12A6D4F7796
AR7JVZF1187B99AF65,,,,220 Volt,SOZGTLC12A8C144BD4
AR10KWE1187FB37CA9,,,,Postgirobygget,SOPANSP12A8C13A5D3
ARDE7I31187FB43352,23.1168,Havana Cuba,82.38859000000001,Gonzalo Rubalcaba,SOAHNZK12A6D4F79A9
ARWAGAB1241B9C74E9,,,,Patrice Roberts,SOSGJJA12AB01888A3
AROBOIW11F4C84748F,,,,Swingin UttersYouth Brigade,SOPMHBX12A8AE47391
ARG53231187FB3982D,39.95227,Philadelphia PA,75.16237,The Starting Line,SOWYFAX12A6D4F7A3D
ARPTKAK1187FB5308A,,,,Plus One,SOTSQDK12AB0184D15
AR6TDHE1187FB4A9C7,,,,Inland Knights,SOQFSTT12AC3DF6033
ARXM0T41187B9AE5C5,38.62774,St. Louis MO,90.19951,The Bluetones,SOWFLQL12A6D4F7F8D
ARWKJGM1187FB4D6D7,,,,Bailter Space,SORLXKO12A6D4FB965
ARJ03DS1187FB3FA82,,,,Sam Roberts,SODZZDV12A6310F9AA
AR9EBE61187FB4BA7F,34.053490000000004,Los Angeles California,118.24531999999999,In This Moment,SOPUQXH12AC960A22C
ARJ3TAF1187FB4AAB1,37.271879999999996,California,119.27023,David  Steve Gordon,SOPQFFJ12AB0183400
AR3EVEE1187B9994B7,18.11526,Jamaica,77.27348,Abijah,SOZEYFC12A58A77E0B
ARYHV5O1187FB4672A,,Brooklyn NY,,Brenda Russell,SOUHEUO12AB018756C
AR5ZESQ1187FB52D2F,,Pittsburgh PA,,Rusted Root,SOPVTAT12A6D4FA787
ARSHCOU1187B990637,,,,Cuentos Borgeanos,SODHMAT12AC907277B
ARLATCO1187B9AF692,34.053490000000004,Los Angeles CA,118.24531999999999,Time Again,SOBSHQV12A8C136CDA
ARA1UU51187FB5A70B,,New Jersey,,The Misfits,SOVMSTD12A6D4F9840
ARYPTWE1187FB49D64,,,,Aphex Twin,SOZDGSX12A8C139AA7
ARYXNP71187FB38034,,,,Country Joe  The Fish,SOZSLWX12AB017D5B7
ARHEDGH1187B9A7651,25.72898,Miami FL,80.23742,HELEN  TERRY,SOPXLZI12A81C2305F
AR7D46F1187FB3DA84,53.04195,Wrexham Wales,2.99713,KKlass,SOGKGXF12A6D4F7C52
AR1HZWM1187B9B1458,,,,Barry Blue,SOFZKTQ12A8C144357
AR138US119B340375E,,Chatham UKEngland,,Pete Molinari,SOIEKSV12AB017AEE1
AR354L71187B9B9FBD,,,,Martin ODonnell  Michael Salvatori,SOBQVWI12A8C13E04B
ARP8ARJ1187B98B982,,,,Skunk D.F.,SOWRJBZ12AAF3B243C
ARDLTJ01187FB4DF57,41.03739,Findlay OH,83.65028000000001,Before Their Eyes,SORQCKH12AB017F34C
ARN1FS11187B9983D0,39.732,Chico CA,121.84198,Number One Gun,SOLJAXN12A6D4F803B
AR2DGPY1187FB4CECF,,Hawthorne CA,,The Beach Boys,SOCUXOG12A6D4F9D03
ARMOXAG1187FB54041,,,,The Coral,SOBJISI12AAA8C4AAE
ARRJ8TS1187B9B41DF,,,,Alan Barratt,SOEIZUP12AB018A4FA
ARGEZ5E1187FB56F38,,,,Audio Adrenaline,SOPAESK12A58A7BA11
ARVWX1G1187B992EF1,,,,Loretta Lynn  Conway Twitty,SOPFCCI12AB0183519
AR7TTCH1187FB3F95C,34.60515,Lawton OK,98.38983,Leon Russell,SOMOKFH12A6D4F9EE6
AR8U8G41187B9A833B,,,,Tim Exile,SOELVGK12A8C1337AF
ARTZ90C1187FB55D81,,,,Jimmy Wayne,SOZDDPQ12AF72A8BA8
ARA82OQ1187B9B5AE0,,,,Beatallica,SOOUYYR12A58A7B988
ARYI5981187FB4A0CD,40.91188,Rockaway NJ,74.52772,Houston Calls,SONRVNN12AAFF41433
AREQ92S1187B993E03,30.9742,Louisiana,91.52382,The Radiators,SOGDAVT12AB0184850
ARCBX6B1187FB5AB20,40.65507,Brooklyn NY,73.94888,The Paragons,SOCDPCZ12AC9618566
AREM86Q1187FB4B04D,,London England,,Audience,SORTKXN12A6D4F6F59
AR3FST51187B9B79CB,51.75318,St. Albans England,0.33775,Source Direct,SOQUJXT12A8C139D9A
ARJ6OOG1187B9B8D1B,,,,Deana Carter,SOBXNPZ12AF7299CD5
ARBHPCJ1187B9B0853,,,,Ulf Lundell,SOCHCGY12A8C13B029
ARXMHFW1187B99CC59,,,,The Huntington Cads,SOMPJZG12A8C13D50D
AR2FUA61187B9A52E2,,,,Nikolaj Nørlund,SODJLJD12AB01874C6
AR9NAVM1187FB51B69,,,,Life Long Tragedy,SOGGBMU12A8C145B5D
ARA0J0L1187B9A80F7,,,,Pólo Norte,SOZHXWW12AB018380C
ARCII0J1187FB3A1B4,40.71455,New York City New York,74.00712,The Marx Brothers,SOJVAAE12A8BED74B1
AR7AE0W1187B98E40E,,,,Intocable,SODBVIK12A8C13636D
ARQOBT71187FB4CCCA,,,,Beirut,SOBLPAU12A8C140704
ARYF4QJ1187FB42B55,,,,Pandora,SOYSODT12A8C13BFEC
ARQATWU1187B98EE26,40.143229999999996,Nueva Jersey Estados Unidos,74.72671,Ill Nino,SOABTKM12A8AE4721E
ARZVTQO1187FB3BD2A,38.62774,Saint Louis,90.19951,Erin Bode,SONIMSH12A8C13F160
ARL8C6N1187B9925B4,,,,Niños Mutantes,SONBIDP12AB01855E7
ARY5UO61187FB5271F,45.8089,Monfalcone ITALY,13.525039999999999,Elisa,SOVRSOY12A81C1F949
ARVX1541187FB3CC59,40.71455,NY  New York City,74.00712,Eric Andersen,SOGDGOR12A8C131E53
AR0OE2I1187B989368,40.71455,NY  New York City,74.00712,Stephen Lynch,SOULLSJ12AB017F266
ARP4L6P1187B9971E3,,,,Yuppie Flu,SOBYJOR12AC4688B12
ARANOZN1187B9B373E,,Los Angeles CA,,Descendents,SOTPQFM12AB017AC9E
